login,username
"@fwdbtc","fwdbtc"
"@GlwadysProcula","Gwladys"
"@Sonioutz","Slutz"
"@LydiaTalbot10","Lydia Talbot"
"@Jean82622288","Jean"
"@RexFrancorum496","François"
"@chris482660","Funchrist"
"@UnFrancaisJuif","JusteUnJuifDeFrance"
"@Minaamathieu","Minaagabor"
"@Christi64590636","Christine"
"@Rbc198","Romain"
"@bocca20","Bocca20"
"@Antonio70463747","Antonio Le Vrai"
"@chvanhuffel","CMV"
"@Qurlqundesympa","Greg"
"@Tony5110007","tout réformer"
"@BakeliteCharlo1","Bakelite Charlotte"
"@Canelle13bt","Barbara"
"@Jaramillo234","Seb JG"
"@BD71_lyon","BD71"
"@FinistereTyrion","Tyrion_Finistère"
"@bretzelfrei","Bretzel"
"@Ikari97997375","IKARI"
"@Roya17_","Roya17"
"@anatoleee5","anatole"
"@titiss49","Tisserond"
"@pmloikkiujhy","xena"
"@GillesBastard06","Bastard Gilles"
"@EmmaBahoff","𝓔𝓶𝓶𝓪"
"@Mel0dy_Nels0n","Melody Nelson"
"@Analphabte33","Analphabète"
"@NatasAmoreNero","Natas"
"@Arthur339214445","Turok38"
"@Dimitrixrp13","Dimitri"
"@GJourneaux","Zemmour Toujours !"
"@ALLPARTNERS83","Le Jack"
"@MarieLoktigny","Marie Lok"
"@mmacadamm","Marguerite"
"@_PhilV","Phil V"
"@CPorteu","Caroline Porteu"
"@RomainThie58175","Thierry ROMAIN"
"@psychedelicost","Julianna"
"@Justin070806","Justin"
"@mekeskidi2","mekeskidi2"
"@T_Nikirho","A Roma fate come fanno i romani"
"@Mathieu_Csta","Mathieu Csta"
"@DonjonVauban","Donjon Vauban ن"
"@FauchetSylvie","Fauchet Sylvie"
"@antibienpensan","Anti bien-pensants"
"@laetitia837616","Laetitia pch"
"@JDeschavanne","Jeremy Deschavanne"
"@DimitryBertrand","Ti mec"
"@nickyuko47","Steven Pinlou"
"@Lafayouze","Yuri"
"@wblack_pearl","White pearl"
"@Clint546","Aunomdedieu"
"@Mo48820","morgan munoz"
"@MarieAm58549926","Marie Amélie"
"@ShortyLeDino","Shorty LeDino"
"@Mel_Odieuse_","Mel_Odieuse"
"@BertrandFl42741","Tata"
"@AltitudeCassy","Cassy"
"@CrnlTony","Anthony Crnl  IdentitéLibertés"
"@FrDemocratique","France Démocratique"
"@TomSaturo","TomSaturo"
"@AudreyFlo83","FLOFLO"
"@RakrekOliv","Le Lucide 25"
"@Doryu7","Julien"
"@DeriazJuliette","Juliette Deriaz"
"@_mundgawi_","ᛏ Mundgawi ᛏ"
"@Clyff69","Biscotte"
"@ChuckTheMoon3e","Chuck The Big Moon"
"@CalimroDuTexas","Caliméro"
"@matrixfr","Matrix LeGrand"
"@MamiPintou","Mami Pintou"
"@SergeBue","Serge Bué"
"@jean74684646","jean"
"@Ordre_StAntoine","Antoine Léunmenteur"
"@lapatriote18675","La Patriote Fiere"
"@TassedeT__","TassedeT"
"@RX54402564","R!X"
"@3Vive_la_france","A_French_Girl"
"@an_d55","Anaïs D"
"@W_K_B_974","W_K_B_974"
"@CerebroOnAir","Cerebro"
"@soniasonia42310","sonia monat"
"@AlexandreHAMANN","Alexandre Hamann ☨"
"@ExtremeFrance","CHRISTOPHE  EXTREME-FRANCE"
"@sylviane_lopez","sylviane lopez28-10-1956"
"@Maya_de_Luna","Maya De Luna"
"@HenckHIK","Henck Christian"
"@MarieJVogel","Marie Jeanne Vogel"
"@Rnpourlafrance","France"
"@GOATzemmour","Z0ZZ"
"@Auguste_Capello","Océane Capello"
"@DiggerFr","No WWar 3"
"@Marilyn_Moanroe","𝔐𝔞𝔯𝔦𝔩𝔶𝔫 𝔐𝔬𝔞𝔫𝔯𝔬𝔢"
"@MPH_75","Michel"
"@Lancelot4722","Lancelot"
"@Eudeslejuste","Eudes Le Juste"
"@mirocaso","Michael Roger"
"@JoMarti82391941","Jo Martin"
"@larama_vau","Larama"
"@BluebellLeda","Leda Bluebell"
"@RenardNational","Renard National"
"@Enkidonarhell","Paxbringer Michel"
"@VeroneAndrea55","Verone Andrea"
"@grainecosmique","grainecosmiQ TrumpPoutinePatriote!!!"
"@Cactus2260","Qactus"
"@Facultatif33437","5.0"
"@LatinosOne","Julien Cabanas"
"@GolfMarcel","Marcel"
"@patochebelleden","Patoche"
"@Evelys83","Zylvie -83-"
"@mowchi75","✝︎ 𝖒𝖆𝖐𝖊 𝖋𝖗𝖆𝖓𝖈𝖊 𝖌𝖗𝖊𝖆𝖙 𝖆𝖌𝖆𝖎𝖓 ✝︎"
"@OlivierDutheil","Olivier Dutheil"
"@JeSuisBatmanLOL","Hérisson sauvage"
"@Sleepwalker1881","Adolf II - Dit ''Le Modéré''"
"@ChatNoirGris","Nobody"
"@Rn_realite","Jeremy"
"@Mathieu6959","Mathieu"
"@NithoPrince","Prince Nitho"
"@Antoine__AF","Antoine"
"@tchoupyto","sal.con"
"@rvoltepopu78101","révolte populaire"
"@BordesAlexis","Ray"
"@MirieManelli","Mirie Manelli (Parodie)"
"@lareconquerante","la résistante"
"@manonlebon974","Manon Lebon"
"@Kawatime129803","⼒ Luke"
"@lecoqfrancaisfr","Le Coq Français"
"@TheMacDriver","MacDriver"
"@justre39648","Renaud Justre"
"@rachelpaiigedav","Rachel Davidson"
"@Eric_Baraban","Baraban"
"@RaymondeAlibert","Raymonde Alibert"
"@dumptrash89","Boeuf Bourguignon"
"@marcb9670","MARC -Un résistant Français à l'invasion islamique"
"@sai78248","Philippe Romanée Conti"
"@Lucie26100","𝑳𝒖𝒄𝒊𝒆"
"@asterixfronce","asterisques et périls"
"@RGT34200","RGT34"
"@BlueSkyyy52","C͜͡l͜͡o͜͡u͜͡d͜͡y͜͡ ͜͡S͜͡k͜͡y͜͡☆"
"@dad9313050","Dad93130"
"@msaaaazz","Msa"
"@tom90637","Tom le Paresseux"
"@patrioteenragee","Patriote"
"@lolo3156158720","lolo31"
"@ChDha4","Le Coq"
"@GmprogEtLigneC","Fifaille"
"@VictorAdams__","Victor Adams"
"@_Mr_le_chat_","Mr le chat"
"@HakimFFPOffi","Hakim FFP"
"@username484627","username14"
"@Flacoutis","Joffrey"
"@pat2gen","pathogène"
"@lepatriote_1","lepatriote"
"@Luciie26100","𝑳𝒖𝒄𝒊𝒆 ✞"
"@pixandgraphx","kristel giudice"
"@ParadyDSM","ParadyDSM"
"@LaVraieVariole","charles ingalls"
"@Honieoklm","TS"
"@Lilith_7890","Lily Von Holen"
"@TchouOreo","AvGloria"
"@0ooMikeoo0","MikE™"
"@kie53649","Ludovic kienlen"
"@nisaymo","nisaymo"
"@vince_mrn","Vince Mrn"
"@MegaDroite3000","La liberté d'abord"
"@PapyRagnar40","PapyRagnar"
"@Deniscollard2","collard Denis"
"@jm8xx","Jm8"
"@MiduKayz","Midu Kayz"
"@JeanKermo","jean kermo"
"@UPR_LUTHOR_94","UPR - F.A - FREXIT"
"@aboirejptlebar","KOBRASHNIKOV PS4"
"@FleurDeValady","Fleur de Valady"
"@RomainMoquin","Romain Moquin"
"@yvon_l","Yvon L'Allier"
"@Marche24Souv","Marche de la Souveraineté 2024"
"@LolowTeixx","12.02.24"
"@adytrn95","AdyRo95"
"@GantVert1798752","GéantVert"
"@HandmanMister","mister handman"
"@80OLEK"," ☨ OLEK80"
"@ThePoulPinou","PoulPe/Cédric"
"@Jolvqqq","doune"
"@la_doucki77","Alice_Ed#JamaisSansZemmour"
"@Paser95","Eric Montagnier"
"@zazzou1","Jazzouzaz"
"@sbpa2023","Clotilde"
"@t98hzmyrbg11","Venus"
"@MAUVE_REBEL2","REBEL WOLF     Compte 2"
"@Senshitoshite_","Salty"
"@juvenale38","Anne O' (38) FRR! 2+2=4"
"@luzo_manuel","Fil le Lusophone"
"@GdaPapycousin","Geoffrey"
"@fiergaulois75","Philippe"
"@aninave","Danielle Leblanc"
"@_lucieferr_","lucie-de"
"@RobillonCyril","Cyril Robillon"
"@_magnitudezero_","Magnitude Zero"
"@JosephCACCHIA2","Joseph CACCHIA"
"@nicolaslef24444","Nicolas"
"@Fantax1967","S@mBot"
"@lookingforwat","Sh*tco Capital"
"@Ct4Nico","CT4Nico"
"@457_anonyme","anyme_457"
"@Karl_Inski","Karl Inski"
"@Vindicta2_fr","Vindicta"
"@Furio8630028226","Furio"
"@MichaelGeo12447","Michael George"
"@lauftn","Cooperatores Veritatis"
"@MickGhost1625","Patriote"
"@PatrioteAnonym","Patriote Anonyme"
"@VincentVintz","Vincent"
"@GalateaaGG","GG."
"@RanqueJp","JP Ranque"
"@DumontMeunier","GENOVEFA Minerva"
"@hubert2911","Thierry Lollierou"
"@RafR91391680","Riri"
"@miseaupoint2","France c'est un histoire qu'on embrasse pas MC DO"
"@BibiLiberta31","Bibi31"
"@PierreD27278034","Français"
"@NicolasChanel3","Nicolas Chanel"
"@PFr0081","bernardM"
"@LVSbe77","Louise von Salomé"
"@ladelichieuse","Délιcнιeυѕe ✿"
"@PesantMaxime","Maxime Le pesant #jamaissanszemmour"
"@philipp83040799","philippe Dumont"
"@MARIEnefertiti","Marie Nefertiti"
"@Belle_du_champ","Belle des champs"
"@rdxdns49b8","Petit Gibus."
"@MyladyOrwellia","Mylady Orwellia"
"@Lub14P23279","Fany2"
"@NorbertNoguera","# SOS FRANCE"
"@Pouletdefrance_","Poulet de france"
"@GhisfloPatriote","Ghisflo patriote"
"@jeanphilip31792","jean"
"@recolonisation","Malachie d'Armagh."
"@Bnj7_","Benji7"
"@max_bont","Max Bont"
"@sev3522","Svn Crl BZH"
"@OlivierMorlat","Olivier M !"
"@Claudiu46480162","Claudius"
"@agbed47","Fallet"
"@Roddyspa","VIVE LA FRANCE"
"@ViaTik21","ViaTik"
"@anti_wokeFrance","Collectif Anti-Woke"
"@lh_isabelle","Isabelle LH//liberte @justice @resistante@ 0 vax"
"@ColibriExt54386","Marie Ex Muz exacerbée. #jamaisSansZ"
"@selrath034","Selrath034"
"@fun_to_funeral","Ænima"
"@gaetan_and63505","El Barto"
"@CeccatoMarion","marionceccatooff"
"@AnnieDelgr48987","Annie"
"@44200Astro","Astro"
"@AlineSchiltz1","Aline Schiltz"
"@DertuMarc","Marc dertu"
"@AHSauget","AS1988"
"@SindacatoSUE","Sindacato S.U.E."
"@Richard14013919","Richard Mr"
"@Cassandre2Troie","Cassandre de Troie"
"@Simply___yo","yo"
"@Tameshigiri_","T"
"@patrirobp","Patick Roux"
"@ThebaultClaudin","Laborie Claudine"
"@ivano51857","Pour la FRANCE !!!"
"@didtdoun","doundar6x"
"@YannouVonDadab","Jean né Mardek RokhonsⓏR!♰"
"@LeComteEcarlate","Droitard"
"@stephane77608","B S"
"@Frau_Blucker","Frau Blucher"
"@Spirou75","Spirou75"
"@esh_daat","Lev Levovitch"
"@XXxx00079166","Vélo de Paris"
"@youlahup","YOULAHUP_barbatruc"
"@SecretDKB","Michel Souris"
"@EmmaWeinbergX","Emma de Weinberg"
"@thellis1968","Thierry_PR!"
"@renelechaumier","René le chaumier"
"@arale78160","arale"
"@Tom_O_cumin","Tom O'Cumin ن"
"@Ph_Gerbier","Le breton"
"@la_fracture","La Fracture"
"@Val5609","ⓏVal"
"@RomainGary509","Romain Gary509"
"@OsintYB","OSINTYB"
"@Choise06titi","choise06soutien à"
"@lossbe54","F.S"
"@delima14073750","AndreDL"
"@tontisse64","Cousin Pons"
"@NicoZezette","NicolaZ"
"@GKitlarz26237","Guislaine KITLARZ"
"@oliviernantes44","olivier"
"@gauloisvirtuel","𝔾𝕒𝕦𝕝𝕠𝕚𝕤"
"@OntArrache","On T'arrache"
"@ericpscorpion","BERET ROUGE"
"@oule9621","Cham12"
"@froiddeville","Charles de Froiddeville"
"@jacouille9295","karine"
"@lily83x","Llly83x"
"@marcus561","Marnik  fier de mes valeurs, mes racines"
"@claude55girard","Claude Girard"
"@Osmo_Demonei","Osmo Demonei"
"@hardy_alain","Alain HAR!DY"
"@RudyD19842125","Rudy D"
"@Whiterobfr","JACKSPA 0x"
"@JOINCROYABLE","Jonathan Incroyable"
"@RNjacques30","Jean-Michel MARTIN"
"@Berthie93","Lénaïg de Brest"
"@Marieclaud57351","Marie claude"
"@LAuvergnat63000","L'Auvergnat"
"@mi12332_michel","LEGIO III Gallica PATRIA"
"@XAnjorand","Xavier Anjorand"
"@mupiepid","Pidance Muriel"
"@Audreybretagne","Audrey bretagne"
"@BaillNicky","Nicky baill"
"@AlisuLilly","LillyAlisuDanoki"
"@_pierreclaire","Pierre Clairé"
"@michelbriems","Michel BRIENS"
"@maximepatrick","Patrick"
"@BroustOliv9546","Olivier BROUST"
"@taverne_captain","Captain Taverne"
"@franceoccident","France occidentale"
"@ClaudiusOlibri1","Claudius Olibrius"
"@SerpagliLine","Marie Line Serpagli"
"@avion_sam","HALAIL"
"@Rebecca_dadi","Rebecca D.Cohn"
"@RubanDominique","Domi12"
"@coucou5960","Le Varan"
"@DenisB46718642","Denis"
"@veguigui","Guigui #IStandWithIsrael"
"@DAVEANTIWOKE","Dave"
"@Chega_007","Chega"
"@Fakro_Shadow","Fakro_Shadow  / UE  = Dictature / FREXIT"
"@dame_iza87760","Dame Iza"
"@SeiferGamer57","SeiferGamer57"
"@Hugo3062","eul Chudiste"
"@stuff13013","stuff 13"
"@V1RG1N1A_YT","Virginie Fortune"
"@SummersonFred","Fred Summerson"
"@EEcrou","Elcucurucco"
"@plus_ace8917","plus ace"
"@MariedeFra88656","Marie deFrance"
"@Kidder1978","Lois Lane"
"@HZampirollo","H. Zampirollo"
"@LusoHerisson","Hérisson"
"@FunakoshiG48801","funakoshi gichin"
"@MadameResus","Resus_du_71"
"@EstelLouve","Estel Louve"
"@miticobelga","Mitico Belga"
"@VenomBzh","Venom"
"@Sophia_Anna13","Sophia Z"
"@Pascalou999","Pascal Aphtes"
"@VroniqueFr17650","Véronique Françoise"
"@Daval1920","HarDX"
"@Nide777","Nide777"
"@sunstarsinsky","Thalie"
"@degguBgguB","Bugg Bugged, cheeky bugger"
"@isaquiriecorsu","Isavas"
"@Le_Valet_57","Le Valet"
"@micahMaupassant","Micah - Pedri me rend heureux"
"@Anti_gaucho60","alex"
"@BoncoinPie2606","pierre"
"@RealNatanIsrael","Nathan Israel"
"@RustySawSaw","Sawyer"
"@SylvieP56breizh","Sylvie P"
"@aufonddupot","Thierry M"
"@manonbymanon_","Manon"
"@JeyMartini","Jey Martini"
"@GGuerout","Guillaume Guérout"
"@LicorneLoveU","✞ Licorne"
"@fr_platinio","Dorian Platinio"
"@AiglesEmpire","AiglesEmpire"
"@alinegirar36619","aline girard"
"@da13016","d a"
"@gregnatio","Greg le survivant"
"@Azulabtw","ʌzυ"
"@Clovis010085662","Clovis"
"@NicolasHrbn","Nicolas Hrbn"
"@TrueEarthnow","TrueEarth"
